cur_x 	 cur_y 	 cur_yaw 	 line_x 	 line_y 	 line_yaw 	 l_speed 	 r_speed 
-11.405981 	 167.509560 	 -1.276679 	 -11.479227 	 167.487397 	 -1.277070 	 0.025192 	 0.024808 
-11.406774 	 167.510172 	 -1.279218 	 -11.479511 	 167.488173 	 -1.277132 	 0.050370 	 0.049630 
-11.407609 	 167.508485 	 -1.278794 	 -11.479113 	 167.486859 	 -1.277132 	 0.075548 	 0.074452 
-11.402497 	 167.510394 	 -1.278422 	 -11.479215 	 167.487194 	 -1.277132 	 0.100789 	 0.099211 
-11.406816 	 167.504686 	 -1.278688 	 -11.477997 	 167.483168 	 -1.277132 	 0.125910 	 0.124090 
-11.403842 	 167.499386 	 -1.278508 	 -11.476276 	 167.477478 	 -1.277132 	 0.151114 	 0.148886 
-11.401307 	 167.489860 	 -1.279728 	 -11.473430 	 167.468052 	 -1.277101 	 0.176273 	 0.173727 
-11.396733 	 167.468140 	 -1.280072 	 -11.467029 	 167.446886 	 -1.277101 	 0.201409 	 0.198591 
-11.387089 	 167.446476 	 -1.280422 	 -11.460218 	 167.424364 	 -1.277101 	 0.226644 	 0.223356 
-11.378280 	 167.424718 	 -1.277553 	 -11.453448 	 167.401982 	 -1.277101 	 0.251952 	 0.248048 
-11.374272 	 167.399570 	 -1.282065 	 -11.446145 	 167.377840 	 -1.277144 	 0.276930 	 0.273070 
-11.370123 	 167.376330 	 -1.282206 	 -11.439356 	 167.355387 	 -1.277144 	 0.302018 	 0.297982 
-11.364217 	 167.351182 	 -1.283826 	 -11.431894 	 167.330712 	 -1.277144 	 0.327081 	 0.322919 
-11.352491 	 167.325347 	 -1.283452 	 -11.423756 	 167.303800 	 -1.277144 	 0.352385 	 0.347615 
-11.345835 	 167.295232 	 -1.284620 	 -11.414851 	 167.274357 	 -1.277114 	 0.377422 	 0.372578 
-11.335100 	 167.262318 	 -1.286541 	 -11.404831 	 167.241224 	 -1.277114 	 0.402537 	 0.397463 
-11.332083 	 167.223678 	 -1.289336 	 -11.393872 	 167.204987 	 -1.277114 	 0.427224 	 0.422776 
-11.320414 	 167.180497 	 -1.287370 	 -11.380931 	 167.162198 	 -1.277086 	 0.452382 	 0.447618 
-11.310770 	 167.134277 	 -1.288741 	 -11.367312 	 167.117168 	 -1.277086 	 0.477252 	 0.472748 
-11.307328 	 167.095563 	 -1.292598 	 -11.356299 	 167.080759 	 -1.277126 	 0.501784 	 0.498216 
-11.287728 	 167.054977 	 -1.295670 	 -11.343408 	 167.038133 	 -1.277126 	 0.527081 	 0.522919 
-11.277744 	 166.998842 	 -1.291638 	 -11.327019 	 166.983935 	 -1.277091 	 0.552031 	 0.547969 
-11.261684 	 166.951139 	 -1.297490 	 -11.312456 	 166.935788 	 -1.277091 	 0.576877 	 0.573123 
-11.248896 	 166.902510 	 -1.296623 	 -11.297908 	 166.887687 	 -1.277146 	 0.601904 	 0.598096 
-11.232624 	 166.836646 	 -1.297010 	 -11.278296 	 166.822832 	 -1.277146 	 0.626741 	 0.623259 
-11.215898 	 166.788294 	 -1.289830 	 -11.263498 	 166.773898 	 -1.277103 	 0.652405 	 0.647595 
-11.195066 	 166.721707 	 -1.295191 	 -11.243301 	 166.707116 	 -1.277103 	 0.677181 	 0.672819 
-11.184034 	 166.663682 	 -1.296293 	 -11.226302 	 166.650901 	 -1.277117 	 0.701749 	 0.698251 
-11.167294 	 166.599430 	 -1.300532 	 -11.207095 	 166.587389 	 -1.277117 	 0.726317 	 0.723683 
-11.151773 	 166.537253 	 -1.290825 	 -11.188565 	 166.526133 	 -1.277122 	 0.751855 	 0.748145 
-11.119540 	 166.467701 	 -1.304770 	 -11.166594 	 166.453473 	 -1.277091 	 0.776665 	 0.773335 
-11.102291 	 166.396184 	 -1.305869 	 -11.145330 	 166.383168 	 -1.277091 	 0.801295 	 0.798705 
-11.082761 	 166.313362 	 -1.306786 	 -11.120744 	 166.301878 	 -1.277133 	 0.825827 	 0.824173 
-11.069959 	 166.240159 	 -1.308136 	 -11.099389 	 166.231256 	 -1.277109 	 0.849976 	 0.850024 
-11.042711 	 166.158004 	 -1.309957 	 -11.074342 	 166.148438 	 -1.277109 	 0.875017 	 0.874983 
-11.027119 	 166.075683 	 -1.306154 	 -11.050226 	 166.068701 	 -1.277107 	 0.899558 	 0.900442 
-10.995707 	 165.991972 	 -1.311693 	 -11.024395 	 165.983289 	 -1.277119 	 0.924574 	 0.925426 
