cur_x 	 cur_y 	 cur_yaw 	 line_x 	 line_y 	 line_yaw 	 l_speed 	 r_speed 
-11.052851 	 166.374686 	 -1.514106 	 -11.104940 	 166.358525 	 -1.269841 	 0.024526 	 0.025474 
-11.051322 	 166.375446 	 -1.515426 	 -11.104943 	 166.358798 	 -1.269816 	 0.049053 	 0.050947 
-11.053673 	 166.374946 	 -1.514438 	 -11.104990 	 166.359011 	 -1.269796 	 0.073568 	 0.076432 
-11.050939 	 166.371017 	 -1.514502 	 -11.103638 	 166.354655 	 -1.269796 	 0.098105 	 0.101895 
-11.053021 	 166.367199 	 -1.513925 	 -11.102739 	 166.351760 	 -1.269796 	 0.122599 	 0.127401 
-11.051846 	 166.362307 	 -1.515647 	 -11.101253 	 166.346973 	 -1.269796 	 0.147088 	 0.152912 
-11.051492 	 166.347907 	 -1.515312 	 -11.097148 	 166.333740 	 -1.269805 	 0.171540 	 0.178460 
-11.048872 	 166.330616 	 -1.514197 	 -11.092019 	 166.317220 	 -1.269805 	 0.196016 	 0.203984 
-11.048758 	 166.308192 	 -1.515831 	 -11.085660 	 166.296733 	 -1.269805 	 0.220334 	 0.229666 
-11.046946 	 166.283766 	 -1.514986 	 -11.078587 	 166.273950 	 -1.269805 	 0.244699 	 0.255301 
-11.046776 	 166.264436 	 -1.517203 	 -11.073096 	 166.256260 	 -1.269805 	 0.268954 	 0.281046 
-11.047852 	 166.236341 	 -1.515386 	 -11.065237 	 166.230940 	 -1.269796 	 0.293178 	 0.306822 
-11.050429 	 166.202075 	 -1.518180 	 -11.055763 	 166.200419 	 -1.269796 	 0.317109 	 0.332891 
-11.046492 	 166.187471 	 -1.518768 	 -11.051282 	 166.185987 	 -1.269796 	 0.341461 	 0.358539 
-11.039426 	 166.152055 	 -1.515478 	 -11.040632 	 166.151680 	 -1.269796 	 0.365834 	 0.384166 
-11.045855 	 166.116047 	 -1.515773 	 -11.031003 	 166.120661 	 -1.269805 	 0.389539 	 0.410461 
