cur_x 	 cur_y 	 cur_yaw 	 line_x 	 line_y 	 line_yaw 	 l_speed 	 r_speed 
-11.173016 	 165.609739 	 -1.555528 	 -10.933222 	 165.682275 	 -1.277070 	 0.023678 	 0.026322 
-11.173795 	 165.607367 	 -1.556753 	 -10.932801 	 165.680244 	 -1.277144 	 0.047343 	 0.052657 
-11.170891 	 165.610944 	 -1.556174 	 -10.933501 	 165.682739 	 -1.277096 	 0.071047 	 0.078953 
-11.173809 	 165.609313 	 -1.555317 	 -10.933294 	 165.682054 	 -1.277096 	 0.094705 	 0.105295 
-11.173101 	 165.604458 	 -1.555865 	 -10.931890 	 165.677412 	 -1.277096 	 0.118365 	 0.131635 
-11.172973 	 165.597082 	 -1.558488 	 -10.929835 	 165.670618 	 -1.277096 	 0.141969 	 0.158031 
-11.172279 	 165.583479 	 -1.555437 	 -10.926009 	 165.657966 	 -1.277096 	 0.165626 	 0.184374 
-11.169716 	 165.564872 	 -1.549919 	 -10.920639 	 165.640212 	 -1.277096 	 0.189339 	 0.210661 
-11.167620 	 165.538074 	 -1.544431 	 -10.913030 	 165.615061 	 -1.277133 	 0.213001 	 0.236999 
-11.165213 	 165.513648 	 -1.541669 	 -10.906063 	 165.592022 	 -1.277133 	 0.236618 	 0.263382 
-11.160936 	 165.490409 	 -1.539941 	 -10.899264 	 165.569542 	 -1.277133 	 0.260255 	 0.289745 
-11.166147 	 165.472247 	 -1.537099 	 -10.894669 	 165.554345 	 -1.277133 	 0.283692 	 0.316308 
-11.160043 	 165.448247 	 -1.537586 	 -10.887507 	 165.530662 	 -1.277133 	 0.307282 	 0.342718 
-11.158896 	 165.421449 	 -1.536288 	 -10.879986 	 165.505792 	 -1.277133 	 0.330731 	 0.369269 
-11.153345 	 165.390407 	 -1.538829 	 -10.870926 	 165.475828 	 -1.277105 	 0.354121 	 0.395879 
-11.160624 	 165.347616 	 -1.532434 	 -10.859675 	 165.438627 	 -1.277105 	 0.377210 	 0.422790 
-11.162465 	 165.305714 	 -1.532889 	 -10.848222 	 165.400755 	 -1.277105 	 0.400176 	 0.449824 
-11.165652 	 165.260828 	 -1.529441 	 -10.836049 	 165.360506 	 -1.277105 	 0.423149 	 0.476851 
-11.163060 	 165.214200 	 -1.529554 	 -10.822913 	 165.317063 	 -1.277116 	 0.446130 	 0.503870 
-11.160468 	 165.172613 	 -1.529156 	 -10.811176 	 165.278254 	 -1.277116 	 0.469152 	 0.530848 
-11.155724 	 165.130860 	 -1.525564 	 -10.799207 	 165.238676 	 -1.277116 	 0.492402 	 0.557598 
-11.157579 	 165.081545 	 -1.516138 	 -10.785698 	 165.194017 	 -1.277115 	 0.515485 	 0.584515 
-11.147609 	 165.033546 	 -1.510658 	 -10.771560 	 165.147268 	 -1.277115 	 0.538981 	 0.611019 
-11.141562 	 164.970609 	 -1.502730 	 -10.753616 	 165.087936 	 -1.277115 	 0.562145 	 0.637855 
-11.142567 	 164.907914 	 -1.495620 	 -10.736334 	 165.030786 	 -1.277095 	 0.584817 	 0.665183 
-11.131096 	 164.851927 	 -1.486279 	 -10.719857 	 164.976306 	 -1.277095 	 0.608477 	 0.691523 
-11.122811 	 164.784210 	 -1.474965 	 -10.700392 	 164.911957 	 -1.277129 	 0.631857 	 0.718143 
-11.114328 	 164.722237 	 -1.466113 	 -10.682508 	 164.852820 	 -1.277129 	 0.655192 	 0.744808 
-11.103254 	 164.658615 	 -1.458132 	 -10.663960 	 164.791473 	 -1.277104 	 0.678602 	 0.771398 
-11.097405 	 164.588414 	 -1.448213 	 -10.644016 	 164.725529 	 -1.277104 	 0.701642 	 0.798358 
-11.087265 	 164.518380 	 -1.445038 	 -10.623763 	 164.658564 	 -1.277104 	 0.724457 	 0.825543 
-11.074576 	 164.444657 	 -1.435113 	 -10.602267 	 164.587494 	 -1.277108 	 0.747885 	 0.852115 
