cur_x 	 cur_y 	 cur_yaw 	 line_x 	 line_y 	 line_yaw 	 l_speed 	 r_speed 
-12.039292 	 168.897458 	 -1.103306 	 -11.916916 	 168.934472 	 -1.277125 	 0.025115 	 0.024885 
-12.038498 	 168.900034 	 -1.101053 	 -11.917563 	 168.936611 	 -1.277125 	 0.050249 	 0.049751 
-12.040439 	 168.899942 	 -1.104839 	 -11.917698 	 168.937058 	 -1.277125 	 0.075330 	 0.074670 
-12.039816 	 168.896624 	 -1.104107 	 -11.916726 	 168.933842 	 -1.277125 	 0.100444 	 0.099556 
-12.035779 	 168.895976 	 -1.103769 	 -11.916210 	 168.932137 	 -1.277125 	 0.125605 	 0.124395 
-12.033060 	 168.891658 	 -1.103172 	 -11.914785 	 168.927426 	 -1.277125 	 0.150756 	 0.149244 
-12.025399 	 168.883244 	 -1.100791 	 -11.911813 	 168.917597 	 -1.277125 	 0.176009 	 0.173991 
-12.015641 	 168.864063 	 -1.098966 	 -11.905676 	 168.897316 	 -1.277195 	 0.201267 	 0.198733 
-11.999808 	 168.844400 	 -1.094501 	 -11.898907 	 168.874917 	 -1.277064 	 0.226736 	 0.223264 
-11.993449 	 168.816138 	 -1.091068 	 -11.890543 	 168.847265 	 -1.277064 	 0.251962 	 0.248038 
-11.985731 	 168.799996 	 -1.092475 	 -11.885423 	 168.830338 	 -1.277083 	 0.277195 	 0.272805 
-11.970620 	 168.782927 	 -1.089866 	 -11.879427 	 168.810515 	 -1.277083 	 0.302758 	 0.297242 
-11.960140 	 168.762820 	 -1.088820 	 -11.872975 	 168.789174 	 -1.277121 	 0.328160 	 0.321840 
-11.949434 	 168.739358 	 -1.090237 	 -11.865580 	 168.764723 	 -1.277121 	 0.353475 	 0.346525 
-11.933034 	 168.705072 	 -1.094555 	 -11.854702 	 168.728759 	 -1.277115 	 0.378777 	 0.371223 
-11.918235 	 168.670695 	 -1.099458 	 -11.843933 	 168.693160 	 -1.277147 	 0.404003 	 0.395997 
-11.897997 	 168.635705 	 -1.103671 	 -11.832551 	 168.655504 	 -1.277070 	 0.429463 	 0.420537 
-11.882235 	 168.591802 	 -1.100247 	 -11.819058 	 168.610912 	 -1.277169 	 0.454991 	 0.445009 
-11.863867 	 168.553403 	 -1.109375 	 -11.806881 	 168.570632 	 -1.277097 	 0.480139 	 0.469861 
-11.846589 	 168.516097 	 -1.110839 	 -11.795097 	 168.531669 	 -1.277097 	 0.505623 	 0.494377 
-11.818463 	 168.481256 	 -1.111080 	 -11.783085 	 168.491957 	 -1.277125 	 0.531777 	 0.518223 
-11.795960 	 168.440966 	 -1.109665 	 -11.770039 	 168.448810 	 -1.277120 	 0.557721 	 0.542279 
-11.776346 	 168.387259 	 -1.110930 	 -11.753513 	 168.394164 	 -1.277074 	 0.583182 	 0.566818 
-11.750684 	 168.334719 	 -1.112714 	 -11.736801 	 168.338910 	 -1.277153 	 0.608996 	 0.591004 
-11.726155 	 168.281346 	 -1.110563 	 -11.719965 	 168.283223 	 -1.277096 	 0.635004 	 0.614996 
-11.702930 	 168.229881 	 -1.109056 	 -11.703749 	 168.229628 	 -1.277105 	 0.660979 	 0.639021 
-11.679534 	 168.163145 	 -1.116327 	 -11.683300 	 168.161999 	 -1.277115 	 0.686119 	 0.663881 
-11.646168 	 168.115276 	 -1.115864 	 -11.667242 	 168.108903 	 -1.277115 	 0.712829 	 0.687171 
-11.621498 	 168.047058 	 -1.122734 	 -11.646272 	 168.039564 	 -1.277135 	 0.738071 	 0.711929 
-11.588359 	 167.988291 	 -1.116250 	 -11.627209 	 167.976543 	 -1.277074 	 0.765106 	 0.734894 
-11.559044 	 167.916589 	 -1.120473 	 -11.604886 	 167.902728 	 -1.277150 	 0.790854 	 0.759146 
-11.528171 	 167.855691 	 -1.119704 	 -11.585427 	 167.838378 	 -1.277103 	 0.817377 	 0.782623 
-11.488319 	 167.781654 	 -1.128830 	 -11.561571 	 167.759495 	 -1.277111 	 0.843547 	 0.806453 
-11.456822 	 167.713380 	 -1.127788 	 -11.540018 	 167.688225 	 -1.277118 	 0.870081 	 0.829919 
-11.427351 	 167.641493 	 -1.135347 	 -11.517626 	 167.614181 	 -1.277086 	 0.895655 	 0.854345 
-11.396634 	 167.562989 	 -1.137183 	 -11.493297 	 167.533762 	 -1.277132 	 0.921684 	 0.878316 
