cur_x 	 cur_y 	 cur_yaw 	 line_x 	 line_y 	 line_yaw 	 l_speed 	 r_speed 
-6.058195 	 148.829109 	 -1.209267 	 -5.959891 	 148.858825 	 -1.277245 	 0.012457 	 0.012543 
-6.057147 	 148.826107 	 -1.209368 	 -5.958972 	 148.855784 	 -1.277245 	 0.024913 	 0.025087 
-6.056623 	 148.827904 	 -1.208051 	 -5.959426 	 148.857286 	 -1.277245 	 0.037379 	 0.037621 
-6.057175 	 148.828312 	 -1.209202 	 -5.959585 	 148.857812 	 -1.277245 	 0.049830 	 0.050170 
-6.060631 	 148.821585 	 -1.209440 	 -5.958011 	 148.852605 	 -1.277245 	 0.062254 	 0.062746 
-6.054003 	 148.823623 	 -1.209747 	 -5.958020 	 148.852637 	 -1.277245 	 0.074754 	 0.075246 
-6.053592 	 148.814765 	 -1.209080 	 -5.955532 	 148.844407 	 -1.277245 	 0.087200 	 0.087800 
-6.053196 	 148.804479 	 -1.208974 	 -5.952650 	 148.834873 	 -1.277245 	 0.099632 	 0.100368 
-6.043891 	 148.789153 	 -1.205942 	 -5.947626 	 148.818252 	 -1.277245 	 0.112171 	 0.112829 
-6.038325 	 148.775050 	 -1.200856 	 -5.943254 	 148.803788 	 -1.277245 	 0.124713 	 0.125287 
-6.035578 	 148.760631 	 -1.201788 	 -5.939031 	 148.789816 	 -1.277245 	 0.137151 	 0.137849 
-6.035451 	 148.756054 	 -1.200783 	 -5.937752 	 148.785587 	 -1.277245 	 0.149616 	 0.150384 
-6.033879 	 148.745676 	 -1.202296 	 -5.934746 	 148.775642 	 -1.277245 	 0.162035 	 0.162965 
-6.027364 	 148.729108 	 -1.201912 	 -5.929612 	 148.758657 	 -1.277245 	 0.174531 	 0.175469 
-6.025183 	 148.715264 	 -1.204335 	 -5.925595 	 148.745368 	 -1.277245 	 0.186916 	 0.188084 
-6.017720 	 148.699993 	 -1.198795 	 -5.920740 	 148.729309 	 -1.277245 	 0.199543 	 0.200457 
-6.014278 	 148.685112 	 -1.198935 	 -5.916330 	 148.714720 	 -1.277245 	 0.211990 	 0.213010 
-6.005611 	 148.665541 	 -1.212800 	 -5.910184 	 148.694388 	 -1.277245 	 0.224207 	 0.225793 
-6.005399 	 148.644210 	 -1.227897 	 -5.904258 	 148.674784 	 -1.277245 	 0.236163 	 0.238837 
-6.000400 	 148.622602 	 -1.239610 	 -5.897854 	 148.653599 	 -1.277245 	 0.248263 	 0.251737 
-5.992072 	 148.599566 	 -1.245682 	 -5.890777 	 148.630186 	 -1.277245 	 0.260551 	 0.264449 
-5.981338 	 148.575492 	 -1.246094 	 -5.883210 	 148.605154 	 -1.277245 	 0.273038 	 0.276962 
-5.973322 	 148.538946 	 -1.249033 	 -5.872417 	 148.569448 	 -1.277245 	 0.285280 	 0.289720 
-5.960888 	 148.517207 	 -1.235356 	 -5.865354 	 148.546085 	 -1.277245 	 0.298263 	 0.301737 
-5.951824 	 148.489483 	 -1.231494 	 -5.856917 	 148.518172 	 -1.277245 	 0.310831 	 0.314169 
-5.937662 	 148.461777 	 -1.218229 	 -5.848057 	 148.488863 	 -1.277245 	 0.323876 	 0.326124 
-5.923557 	 148.440131 	 -1.220350 	 -5.840881 	 148.465122 	 -1.277245 	 0.336505 	 0.338495 
-5.912822 	 148.403659 	 -1.209143 	 -5.829880 	 148.428731 	 -1.277245 	 0.349351 	 0.350649 
-5.894808 	 148.385404 	 -1.209613 	 -5.823316 	 148.407015 	 -1.277245 	 0.362244 	 0.362756 
-5.887316 	 148.355289 	 -1.197134 	 -5.814347 	 148.377346 	 -1.277245 	 0.375146 	 0.374854 
-5.871908 	 148.320726 	 -1.205230 	 -5.803484 	 148.341409 	 -1.277245 	 0.387521 	 0.387479 
-5.860776 	 148.281215 	 -1.200811 	 -5.791608 	 148.302123 	 -1.277245 	 0.400167 	 0.399833 
-5.848583 	 148.235662 	 -1.210939 	 -5.777970 	 148.257007 	 -1.277245 	 0.412192 	 0.412808 
-5.837848 	 148.193704 	 -1.210675 	 -5.765450 	 148.215589 	 -1.277245 	 0.424615 	 0.425385 
-5.824068 	 148.158752 	 -1.220427 	 -5.754616 	 148.179746 	 -1.277245 	 0.436811 	 0.438189 
-5.812272 	 148.118851 	 -1.215425 	 -5.742577 	 148.139919 	 -1.277245 	 0.449505 	 0.450495 
-5.790108 	 148.079748 	 -1.215781 	 -5.729890 	 148.097951 	 -1.277245 	 0.462433 	 0.462567 
-5.785590 	 148.039403 	 -1.225926 	 -5.718337 	 148.059732 	 -1.277245 	 0.474100 	 0.475900 
-5.767859 	 147.988438 	 -1.226516 	 -5.702737 	 148.008124 	 -1.277245 	 0.486656 	 0.488344 
-5.751290 	 147.933675 	 -1.223155 	 -5.686181 	 147.953356 	 -1.277245 	 0.499304 	 0.500696 
-5.735230 	 147.895109 	 -1.224246 	 -5.674155 	 147.913571 	 -1.277245 	 0.499460 	 0.500540 
-5.709597 	 147.839882 	 -1.227253 	 -5.656712 	 147.855868 	 -1.277245 	 0.499737 	 0.500263 
-5.693438 	 147.804485 	 -1.220435 	 -5.645555 	 147.818959 	 -1.277245 	 0.500339 	 0.499661 
-5.678412 	 147.751630 	 -1.217072 	 -5.629658 	 147.766368 	 -1.277245 	 0.500462 	 0.499538 
-5.663627 	 147.702649 	 -1.214079 	 -5.614853 	 147.717392 	 -1.277245 	 0.500611 	 0.499389 
-5.650598 	 147.656318 	 -1.221635 	 -5.600930 	 147.671332 	 -1.277245 	 0.500186 	 0.499814 
-5.634411 	 147.614916 	 -1.220362 	 -5.588107 	 147.628913 	 -1.277245 	 0.500425 	 0.499575 
-5.613083 	 147.562098 	 -1.222947 	 -5.571692 	 147.574610 	 -1.277245 	 0.500553 	 0.499447 
-5.592435 	 147.518028 	 -1.219849 	 -5.557757 	 147.528511 	 -1.277245 	 0.501058 	 0.498942 
